2026-07-09 15:22:39 | edith                          | INFO     | Orchestrator processing request: 'Hello EDITH'
2026-07-09 15:24:36 | edith                          | INFO     | Workspace 'test_active_workspace_set_on_o0': types=['unknown'], pm=None, git=no, venv=no
2026-07-09 15:24:36 | edith                          | INFO     | Opening workspace: C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-40\test_switch_workspace0
2026-07-09 15:24:36 | edith                          | DEBUG    | ProjectDetector: test_switch_workspace0 → types=['unknown'], pm=None
2026-07-09 15:24:36 | edith                          | INFO     | Workspace 'test_switch_workspace0': types=['unknown'], pm=None, git=no, venv=no
2026-07-09 15:24:36 | edith                          | INFO     | Opening workspace: C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-40\test_switch_workspace0\sub
2026-07-09 15:24:36 | edith                          | DEBUG    | ProjectDetector: sub → types=['unknown'], pm=None
2026-07-09 15:24:36 | edith                          | INFO     | Workspace 'sub': types=['unknown'], pm=None, git=no, venv=no
2026-07-09 15:24:36 | edith                          | INFO     | Opening workspace: C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-40\test_venv_env_injection0
2026-07-09 15:24:36 | edith                          | DEBUG    | ProjectDetector: test_venv_env_injection0 → types=['unknown'], pm=None
2026-07-09 15:24:36 | edith                          | INFO     | Workspace 'test_venv_env_injection0': types=['unknown'], pm=None, git=no, venv=yes
2026-07-09 15:24:36 | edith                          | INFO     | Opening workspace: C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-40\test_resolve_command_node0
2026-07-09 15:24:36 | edith                          | DEBUG    | ProjectDetector: test_resolve_command_node0 → types=['node'], pm=npm
2026-07-09 15:24:36 | edith                          | INFO     | Workspace 'test_resolve_command_node0': types=['node'], pm=npm, git=no, venv=no
2026-07-09 15:24:36 | edith                          | INFO     | Opening workspace: C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-40\test_resolve_command_python0
2026-07-09 15:24:36 | edith                          | DEBUG    | ProjectDetector: test_resolve_command_python0 → types=['python'], pm=pip
2026-07-09 15:24:36 | edith                          | INFO     | Workspace 'test_resolve_command_python0': types=['python'], pm=pip, git=no, venv=no
2026-07-09 15:24:36 | edith                          | INFO     | Opening workspace: C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-40\test_resolve_unknown_action_re0
2026-07-09 15:24:36 | edith                          | DEBUG    | ProjectDetector: test_resolve_unknown_action_re0 → types=['unknown'], pm=None
2026-07-09 15:24:36 | edith                          | INFO     | Workspace 'test_resolve_unknown_action_re0': types=['unknown'], pm=None, git=no, venv=no
2026-07-09 15:24:36 | edith                          | DEBUG    | Executing pipeline stage: MockStage1
2026-07-09 15:24:36 | edith                          | DEBUG    | Executing pipeline stage: MockStage2
2026-07-09 15:24:36 | edith                          | INFO     | Pipeline execution halted.
2026-07-09 15:24:36 | edith                          | INFO     | Orchestrator processing request: 'Hello EDITH'
2026-07-09 15:24:36 | edith                          | DEBUG    | State transition: READY -> UNDERSTANDING
2026-07-09 15:24:36 | edith                          | DEBUG    | State transition: UNDERSTANDING -> PLANNING
2026-07-09 15:24:36 | edith                          | DEBUG    | State transition: PLANNING -> EXECUTING
2026-07-09 15:24:36 | edith                          | INFO     | Dispatching Chat Pipeline...
2026-07-09 15:24:36 | edith                          | DEBUG    | Executing pipeline stage: MemoryStage
2026-07-09 15:24:36 | edith                          | ERROR    | Error in pipeline stage MemoryStage: 'MemoryManager' object has no attribute 'store'
2026-07-09 15:24:36 | edith                          | DEBUG    | State transition: EXECUTING -> RESPONDING
2026-07-09 15:24:36 | edith                          | INFO     | Request complete. Telemetry: {'context_duration': 0.0, 'memory_duration': 0.0, 'planner_duration': 0.001, 'pipeline_duration': 0.003, 'voice_duration': 0.0}
2026-07-09 15:24:36 | edith                          | INFO     | Orchestrator processing request: 'break things'
2026-07-09 15:24:36 | edith                          | DEBUG    | State transition: READY -> UNDERSTANDING
2026-07-09 15:24:36 | edith                          | DEBUG    | State transition: UNDERSTANDING -> PLANNING
2026-07-09 15:24:36 | edith                          | WARNING  | Could not resolve context for 'it': Could not resolve 'it' - no active context found.. Passing raw string.
2026-07-09 15:24:36 | edith                          | INFO     | Consolidating memory: Explicit Fact
2026-07-09 15:24:37 | edith                          | INFO     | Dispatching Execution Pipeline...
2026-07-09 15:24:37 | edith                          | DEBUG    | Executing pipeline stage: ContextResolutionStage
2026-07-09 15:24:37 | edith                          | DEBUG    | Executing pipeline stage: PermissionStage
2026-07-09 15:24:37 | edith                          | DEBUG    | Executing pipeline stage: ExecutionStage
2026-07-09 15:24:37 | edith                          | DEBUG    | Executing pipeline stage: MemoryStage
2026-07-09 15:24:37 | edith                          | INFO     | Registered capability: dummy v1.0
2026-07-09 15:25:21 | edith                          | INFO     | Planner processing input: 'Say hi'
2026-07-09 15:25:21 | edith                          | INFO     | Planner processing input: 'Say hi'
2026-07-09 15:25:21 | edith                          | WARNING  | Planner Validation Error (Attempt 1/3): Invalid JSON string: Expecting value: line 1 column 1 (char 0)
2026-07-09 15:25:21 | edith                          | INFO     | Planner processing input: 'Fail me'
2026-07-09 15:25:21 | edith                          | WARNING  | Planner Validation Error (Attempt 1/3): Invalid JSON string: Expecting value: line 1 column 1 (char 0)
2026-07-09 15:25:21 | edith                          | WARNING  | Planner Validation Error (Attempt 2/3): Invalid JSON string: Expecting value: line 1 column 1 (char 0)
2026-07-09 15:25:21 | edith                          | WARNING  | Planner Validation Error (Attempt 3/3): Invalid JSON string: Expecting value: line 1 column 1 (char 0)
2026-07-09 15:25:21 | edith                          | INFO     | Launched chrome at https://github.com via subprocess.
2026-07-09 15:25:21 | edith                          | WARNING  | Browser 'chrome' requested but executable not found. Falling back.
2026-07-09 15:25:21 | edith                          | INFO     | Launching https://github.com via default webbrowser module.
2026-07-09 15:25:21 | edith                          | INFO     | Launching https://github.com via default webbrowser module.
2026-07-09 15:25:21 | edith                          | ERROR    | Failed to launch default browser: webbrowser.open returned False.
2026-07-09 15:25:21 | edith                          | INFO     | Building Application Index from Windows Registry...
2026-07-09 15:25:21 | edith                          | INFO     | Application Index built. Found 1 executables.
2026-07-09 15:25:21 | edith                          | INFO     | Building Application Index from Windows Registry...
2026-07-09 15:25:21 | edith                          | INFO     | Application Index built. Found 32 executables.
2026-07-09 15:25:21 | edith                          | INFO     | Building Application Index from Windows Registry...
2026-07-09 15:25:21 | edith                          | INFO     | Application Index built. Found 32 executables.
2026-07-09 15:25:21 | edith                          | INFO     | Registered capability: filesystem v1.0
2026-07-09 15:25:21 | edith                          | INFO     | Dispatching Execution Pipeline...
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: ContextResolutionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: PermissionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: ExecutionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | CapabilityResolver routing execution plan...
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: MemoryStage
2026-07-09 15:25:21 | edith                          | INFO     | Dispatching Execution Pipeline...
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: ContextResolutionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: PermissionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: ExecutionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | CapabilityResolver routing execution plan...
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: MemoryStage
2026-07-09 15:25:21 | edith                          | INFO     | Dispatching Execution Pipeline...
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: ContextResolutionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: PermissionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: ExecutionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | CapabilityResolver routing execution plan...
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: MemoryStage
2026-07-09 15:25:21 | edith                          | INFO     | Dispatching Execution Pipeline...
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: ContextResolutionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: PermissionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: ExecutionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | CapabilityResolver routing execution plan...
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: MemoryStage
2026-07-09 15:25:21 | edith                          | INFO     | Dispatching Execution Pipeline...
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: ContextResolutionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: PermissionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: ExecutionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | CapabilityResolver routing execution plan...
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: MemoryStage
2026-07-09 15:25:21 | edith                          | INFO     | Dispatching Execution Pipeline...
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: ContextResolutionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: PermissionStage
2026-07-09 15:25:21 | edith                          | INFO     | PermissionManager: Plan halted for confirmation. Risk=HIGH, PolicyAction=REQUIRE_CONFIRM
2026-07-09 15:25:21 | edith                          | INFO     | Pipeline execution halted.
2026-07-09 15:25:21 | edith                          | INFO     | Dispatching Execution Pipeline...
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: ContextResolutionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: PermissionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: ExecutionStage
2026-07-09 15:25:21 | edith                          | DEBUG    | CapabilityResolver routing execution plan...
2026-07-09 15:25:21 | edith                          | DEBUG    | Executing pipeline stage: MemoryStage
2026-07-09 15:25:21 | edith                          | INFO     | Opening workspace: C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_open_workspace_then_run_c0
2026-07-09 15:25:21 | edith                          | DEBUG    | ProjectDetector: test_open_workspace_then_run_c0 → types=['unknown'], pm=None
2026-07-09 15:25:22 | edith                          | INFO     | EnvDetector: available=['python', 'node', 'git', 'docker', 'java'], unavailable=['python3', 'npm', 'yarn', 'pnpm', 'cargo', 'go', 'flutter', 'nvcc']
2026-07-09 15:25:22 | edith                          | INFO     | Workspace 'test_open_workspace_then_run_c0': types=['unknown'], pm=None, git=no, venv=no
2026-07-09 15:25:22 | edith                          | INFO     | Using shell: Command Prompt (cmd)
2026-07-09 15:25:22 | edith                          | DEBUG    | Session c0a2b285 RUNNING (PID=19476)
2026-07-09 15:25:22 | edith                          | INFO     | Process started: PID=19476 cmd='echo npm_install_simulated' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_open_workspace_then_run_c0'
2026-07-09 15:25:22 | edith                          | DEBUG    | Session c0a2b285 COMPLETED (exit=0)
2026-07-09 15:25:22 | edith                          | INFO     | Session c0a2b285 exited with code 0 (0.0s)
2026-07-09 15:25:22 | edith                          | INFO     | Session c0a2b285 is not running; nothing to stop.
2026-07-09 15:25:22 | edith                          | INFO     | Using shell: Command Prompt (cmd)
2026-07-09 15:25:22 | edith                          | DEBUG    | Session b5714627 RUNNING (PID=22336)
2026-07-09 15:25:22 | edith                          | INFO     | Process started: PID=22336 cmd='C:\Users\Shelvaaathithyan\AppData\Local\Programs\P' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_git_commands_share_cwd0'
2026-07-09 15:25:22 | edith                          | DEBUG    | Session b5714627 COMPLETED (exit=0)
2026-07-09 15:25:22 | edith                          | INFO     | Session b5714627 exited with code 0 (0.1s)
2026-07-09 15:25:22 | edith                          | INFO     | Session b5714627 is not running; nothing to stop.
2026-07-09 15:25:22 | edith                          | INFO     | Using shell: Command Prompt (cmd)
2026-07-09 15:25:22 | edith                          | DEBUG    | Session 1a25e5a7 RUNNING (PID=20508)
2026-07-09 15:25:22 | edith                          | INFO     | Process started: PID=20508 cmd='ping 127.0.0.1 -n 30' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_stop_and_restart_windows0'
2026-07-09 15:25:23 | edith                          | INFO     | Session 1a25e5a7: graceful stop sent.
2026-07-09 15:25:23 | edith                          | DEBUG    | Session 1a25e5a7 CANCELLED
2026-07-09 15:25:23 | edith                          | INFO     | Session 1a25e5a7 is not running; nothing to stop.
2026-07-09 15:25:23 | edith                          | DEBUG    | Session 1e829797 RUNNING (PID=19556)
2026-07-09 15:25:23 | edith                          | INFO     | Process started: PID=19556 cmd='ping 127.0.0.1 -n 30' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_stop_and_restart_windows0'
2026-07-09 15:25:23 | edith                          | INFO     | Session 1e829797: graceful stop sent.
2026-07-09 15:25:23 | edith                          | DEBUG    | Session 1e829797 CANCELLED
2026-07-09 15:25:23 | edith                          | DEBUG    | Session 1e829797 completed with exit=3221225786 (was CANCELLED)
2026-07-09 15:25:23 | edith                          | INFO     | Session 1e829797 exited with code 3221225786 (0.0s)
2026-07-09 15:25:23 | edith                          | INFO     | Session 1a25e5a7 is not running; nothing to stop.
2026-07-09 15:25:23 | edith                          | INFO     | Session 1e829797 is not running; nothing to stop.
2026-07-09 15:25:23 | edith                          | INFO     | Using shell: Command Prompt (cmd)
2026-07-09 15:25:23 | edith                          | DEBUG    | Session 10fc60b9 RUNNING (PID=400)
2026-07-09 15:25:23 | edith                          | INFO     | Process started: PID=400 cmd='echo hello' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_run_command_and_stop0'
2026-07-09 15:25:23 | edith                          | DEBUG    | Session 10fc60b9 COMPLETED (exit=0)
2026-07-09 15:25:23 | edith                          | INFO     | Session 10fc60b9 exited with code 0 (0.0s)
2026-07-09 15:25:23 | edith                          | INFO     | Session 10fc60b9 is not running; nothing to stop.
2026-07-09 15:25:23 | edith                          | INFO     | Process group created: 'test-app' (acdcb1e7)
2026-07-09 15:25:23 | edith                          | INFO     | Using shell: Command Prompt (cmd)
2026-07-09 15:25:23 | edith                          | DEBUG    | Session e56a3edf RUNNING (PID=11436)
2026-07-09 15:25:23 | edith                          | INFO     | Process started: PID=11436 cmd='ping 127.0.0.1 -n 30' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_group_stop_all0'
2026-07-09 15:25:23 | edith                          | INFO     | Using shell: Command Prompt (cmd)
2026-07-09 15:25:23 | edith                          | DEBUG    | Session 4da92d77 RUNNING (PID=19624)
2026-07-09 15:25:23 | edith                          | INFO     | Process started: PID=19624 cmd='ping 127.0.0.1 -n 30' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_group_stop_all0'
2026-07-09 15:25:23 | edith                          | INFO     | Session e56a3edf: graceful stop sent.
2026-07-09 15:25:23 | edith                          | INFO     | Session 4da92d77: graceful stop sent.
2026-07-09 15:25:23 | edith                          | DEBUG    | Session e56a3edf CANCELLED
2026-07-09 15:25:23 | edith                          | DEBUG    | Session 4da92d77 CANCELLED
2026-07-09 15:25:24 | edith                          | INFO     | Session e56a3edf is not running; nothing to stop.
2026-07-09 15:25:24 | edith                          | INFO     | Session 4da92d77 is not running; nothing to stop.
2026-07-09 15:25:24 | edith                          | WARNING  | BLOCKED command: 'format C:' matched pattern 'format drive'
2026-07-09 15:25:24 | edith                          | WARNING  | BLOCKED command: 'del /f /s /q C:\' matched pattern 'del /f /s /q'
2026-07-09 15:25:24 | edith                          | WARNING  | BLOCKED command: 'shutdown /s' matched pattern 'shutdown'
2026-07-09 15:25:24 | edith                          | WARNING  | BLOCKED command: 'diskpart' matched pattern 'diskpart'
2026-07-09 15:25:24 | edith                          | INFO     | Opening workspace: C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_context_chain0
2026-07-09 15:25:24 | edith                          | DEBUG    | ProjectDetector: test_context_chain0 → types=['unknown'], pm=None
2026-07-09 15:25:25 | edith                          | INFO     | EnvDetector: available=['python', 'node', 'git', 'docker', 'java'], unavailable=['python3', 'npm', 'yarn', 'pnpm', 'cargo', 'go', 'flutter', 'nvcc']
2026-07-09 15:25:25 | edith                          | INFO     | Workspace 'test_context_chain0': types=['unknown'], pm=None, git=no, venv=no
2026-07-09 15:25:25 | edith                          | INFO     | Using shell: Command Prompt (cmd)
2026-07-09 15:25:25 | edith                          | DEBUG    | Session c481e18d RUNNING (PID=18952)
2026-07-09 15:25:25 | edith                          | INFO     | Process started: PID=18952 cmd='echo chain' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_context_chain0'
2026-07-09 15:25:25 | edith                          | DEBUG    | Session c481e18d COMPLETED (exit=0)
2026-07-09 15:25:25 | edith                          | INFO     | Session c481e18d exited with code 0 (0.1s)
2026-07-09 15:25:25 | edith                          | INFO     | Opening workspace: C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_open_workspace_updates_co0
2026-07-09 15:25:25 | edith                          | DEBUG    | ProjectDetector: test_open_workspace_updates_co0 → types=['unknown'], pm=None
2026-07-09 15:25:25 | edith                          | INFO     | EnvDetector: available=['python', 'node', 'git', 'docker', 'java'], unavailable=['python3', 'npm', 'yarn', 'pnpm', 'cargo', 'go', 'flutter', 'nvcc']
2026-07-09 15:25:25 | edith                          | INFO     | Workspace 'test_open_workspace_updates_co0': types=['unknown'], pm=None, git=no, venv=no
2026-07-09 15:25:25 | edith                          | INFO     | Using shell: Windows Terminal (wt)
2026-07-09 15:25:26 | edith                          | DEBUG    | Session 81a5cdfd RUNNING (PID=10832)
2026-07-09 15:25:26 | edith                          | INFO     | Process started: PID=10832 cmd='echo hello' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_run_command_updates_last_0'
2026-07-09 15:25:26 | edith                          | DEBUG    | Session 8bf027cf RUNNING (PID=15676)
2026-07-09 15:25:26 | edith                          | INFO     | Process started: PID=15676 cmd='python -c "print('hello_world')"' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_start_echo_command0'
2026-07-09 15:25:26 | edith                          | DEBUG    | Session 81a5cdfd COMPLETED (exit=0)
2026-07-09 15:25:26 | edith                          | INFO     | Session 81a5cdfd exited with code 0 (0.1s)
2026-07-09 15:25:26 | edith                          | DEBUG    | Session 563241df RUNNING (PID=19360)
2026-07-09 15:25:26 | edith                          | INFO     | Process started: PID=19360 cmd='"C:\Users\Shelvaaathithyan\AppData\Local\Programs\' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_session_completes0'
2026-07-09 15:25:26 | edith                          | DEBUG    | Session 563241df FAILED (exit=1)
2026-07-09 15:25:26 | edith                          | INFO     | Session 563241df exited with code 1 (0.0s)
2026-07-09 15:25:26 | edith                          | DEBUG    | Session 8bf027cf COMPLETED (exit=0)
2026-07-09 15:25:26 | edith                          | INFO     | Session 8bf027cf exited with code 0 (0.1s)
2026-07-09 15:25:26 | edith                          | DEBUG    | Session a2679e5c RUNNING (PID=12304)
2026-07-09 15:25:26 | edith                          | INFO     | Process started: PID=12304 cmd='python sleep.py' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_stop_running_session0'
2026-07-09 15:25:26 | edith                          | INFO     | Session a2679e5c: graceful stop sent.
2026-07-09 15:25:26 | edith                          | DEBUG    | Session a2679e5c CANCELLED
2026-07-09 15:25:26 | edith                          | DEBUG    | Session a2679e5c completed with exit=3221225786 (was CANCELLED)
2026-07-09 15:25:26 | edith                          | INFO     | Session a2679e5c exited with code 3221225786 (0.3s)
2026-07-09 15:25:26 | edith                          | DEBUG    | Session c6d28b4b RUNNING (PID=21256)
2026-07-09 15:25:26 | edith                          | INFO     | Process started: PID=21256 cmd='"C:\Users\Shelvaaathithyan\AppData\Local\Programs\' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_restart_session0'
2026-07-09 15:25:26 | edith                          | DEBUG    | Session c6d28b4b FAILED (exit=1)
2026-07-09 15:25:26 | edith                          | INFO     | Session c6d28b4b exited with code 1 (0.0s)
2026-07-09 15:25:27 | edith                          | INFO     | Session c6d28b4b is not running; nothing to stop.
2026-07-09 15:25:27 | edith                          | DEBUG    | Session 0ee7ba54 RUNNING (PID=12104)
2026-07-09 15:25:27 | edith                          | INFO     | Process started: PID=12104 cmd='"C:\Users\Shelvaaathithyan\AppData\Local\Programs\' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_restart_session0'
2026-07-09 15:25:27 | edith                          | DEBUG    | Session 0ee7ba54 FAILED (exit=1)
2026-07-09 15:25:27 | edith                          | INFO     | Session 0ee7ba54 exited with code 1 (0.0s)
2026-07-09 15:25:27 | edith                          | DEBUG    | Session 44e61509 RUNNING (PID=20636)
2026-07-09 15:25:27 | edith                          | INFO     | Process started: PID=20636 cmd='python sleep.py' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_list_running0'
2026-07-09 15:25:27 | edith                          | INFO     | Session 44e61509: graceful stop sent.
2026-07-09 15:25:27 | edith                          | DEBUG    | Session 44e61509 CANCELLED
2026-07-09 15:25:27 | edith                          | INFO     | Process group created: 'test-group' (2f671b92)
2026-07-09 15:25:27 | edith                          | DEBUG    | Session 44e61509 completed with exit=3221225786 (was CANCELLED)
2026-07-09 15:25:27 | edith                          | INFO     | Session 44e61509 exited with code 3221225786 (0.2s)
2026-07-09 15:25:27 | edith                          | INFO     | Process group created: 'my-app' (2ee00617)
2026-07-09 15:25:27 | edith                          | DEBUG    | Session 59361848 RUNNING (PID=15036)
2026-07-09 15:25:27 | edith                          | INFO     | Process started: PID=15036 cmd='python sleep.py' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_sessions_added_to_group0'
2026-07-09 15:25:27 | edith                          | DEBUG    | Session 3f255e7d RUNNING (PID=11328)
2026-07-09 15:25:27 | edith                          | INFO     | Process started: PID=11328 cmd='python sleep.py' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_sessions_added_to_group0'
2026-07-09 15:25:27 | edith                          | INFO     | Session 59361848: graceful stop sent.
2026-07-09 15:25:27 | edith                          | INFO     | Session 3f255e7d: graceful stop sent.
2026-07-09 15:25:27 | edith                          | DEBUG    | Session 59361848 CANCELLED
2026-07-09 15:25:27 | edith                          | DEBUG    | Session 3f255e7d CANCELLED
2026-07-09 15:25:27 | edith                          | DEBUG    | Session 59361848 completed with exit=3221225786 (was CANCELLED)
2026-07-09 15:25:27 | edith                          | INFO     | Session 59361848 exited with code 3221225786 (0.2s)
2026-07-09 15:25:27 | edith                          | DEBUG    | Session 3f255e7d completed with exit=3221225786 (was CANCELLED)
2026-07-09 15:25:27 | edith                          | INFO     | Session 3f255e7d exited with code 3221225786 (0.2s)
2026-07-09 15:25:27 | edith                          | INFO     | Process group created: 'killable-group' (4558354a)
2026-07-09 15:25:27 | edith                          | DEBUG    | Session 931c80ab RUNNING (PID=19648)
2026-07-09 15:25:27 | edith                          | INFO     | Process started: PID=19648 cmd='python sleep.py' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_stop_group0'
2026-07-09 15:25:27 | edith                          | DEBUG    | Session b7830e39 RUNNING (PID=21036)
2026-07-09 15:25:27 | edith                          | INFO     | Process started: PID=21036 cmd='python sleep.py' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_stop_group0'
2026-07-09 15:25:27 | edith                          | DEBUG    | Session a56d4f7c RUNNING (PID=21712)
2026-07-09 15:25:27 | edith                          | INFO     | Process started: PID=21712 cmd='python sleep.py' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_stop_group0'
2026-07-09 15:25:27 | edith                          | INFO     | Session 931c80ab: graceful stop sent.
2026-07-09 15:25:27 | edith                          | INFO     | Session b7830e39: graceful stop sent.
2026-07-09 15:25:27 | edith                          | DEBUG    | Session 931c80ab CANCELLED
2026-07-09 15:25:27 | edith                          | INFO     | Session a56d4f7c: graceful stop sent.
2026-07-09 15:25:27 | edith                          | DEBUG    | Session b7830e39 CANCELLED
2026-07-09 15:25:27 | edith                          | DEBUG    | Session 931c80ab completed with exit=3221225786 (was CANCELLED)
2026-07-09 15:25:27 | edith                          | DEBUG    | Session b7830e39 completed with exit=3221225786 (was CANCELLED)
2026-07-09 15:25:27 | edith                          | DEBUG    | Session a56d4f7c CANCELLED
2026-07-09 15:25:27 | edith                          | DEBUG    | Session a56d4f7c completed with exit=3221225786 (was CANCELLED)
2026-07-09 15:25:27 | edith                          | INFO     | Session 931c80ab exited with code 3221225786 (0.3s)
2026-07-09 15:25:27 | edith                          | INFO     | Session b7830e39 exited with code 3221225786 (0.3s)
2026-07-09 15:25:27 | edith                          | INFO     | Session a56d4f7c exited with code 3221225786 (0.3s)
2026-07-09 15:25:28 | edith                          | DEBUG    | Session 263bf9e5 RUNNING (PID=20772)
2026-07-09 15:25:28 | edith                          | INFO     | Process started: PID=20772 cmd='python read.py' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_send_input_to_running_pro0'
2026-07-09 15:25:28 | edith                          | INFO     | Session 263bf9e5: force-killed (SIGKILL).
2026-07-09 15:25:28 | edith                          | DEBUG    | Session 263bf9e5 CANCELLED
2026-07-09 15:25:28 | edith                          | DEBUG    | Session a17b9e0f RUNNING (PID=20896)
2026-07-09 15:25:28 | edith                          | INFO     | Process started: PID=20896 cmd='"C:\Users\Shelvaaathithyan\AppData\Local\Programs\' cwd='C:\Users\Shelvaaathithyan\AppData\Local\Temp\pytest-of-Shelvaaathithyan\pytest-41\test_send_input_to_stopped_ses0'
2026-07-09 15:25:28 | edith                          | DEBUG    | Session a17b9e0f FAILED (exit=1)
2026-07-09 15:25:28 | edith                          | INFO     | Session a17b9e0f exited with code 1 (0.0s)
2026-07-09 15:25:28 | edith                          | WARNING  | BLOCKED command: 'del /f /s /q C:\Users' matched pattern 'del /f /s /q'
2026-07-09 15:25:28 | edith                          | WARNING  | BLOCKED command: 'rd /s /q C:\Windows' matched pattern 'rd /s /q'
2026-07-09 15:25:28 | edith                          | WARNING  | BLOCKED command: 'format C:' matched pattern 'format drive'
2026-07-09 15:25:28 | edith                          | WARNING  | BLOCKED command: 'shutdown /s' matched pattern 'shutdown'
2026-07-09 15:25:28 | edith                          | WARNING  | BLOCKED command: 'taskkill /f /im notepad.exe' matched pattern 'taskkill /f'
